text,intent,action_type,verb,category_code,value,goal_name,enabled,theme,verbal_style,time_range,query,note
Báo cáo danh mục chi phí nhà ở 30 ngày qua,Action,REPORT_GENERAL,,Housing,,,,,,30 ngày qua,,
Báo cáo danh mục chi phí nhà ở 7 ngày qua,Action,REPORT_GENERAL,,Housing,,,,,,7 ngày qua,,
Báo cáo danh mục chi phí nhà ở hôm nay,Action,REPORT_GENERAL,,Housing,,,,,,hôm nay,,
Báo cáo danh mục chi phí nhà ở quý trước,Action,REPORT_GENERAL,,Housing,,,,,,quý trước,,
Báo cáo danh mục chi phí nhà ở tháng trước,Action,REPORT_GENERAL,,Housing,,,,,,tháng trước,,
Báo cáo danh mục chi phí nhà ở tuần này,Action,REPORT_GENERAL,,Housing,,,,,,tuần này,,
Báo cáo danh mục chi phí nhà ở tuần trước,Action,REPORT_GENERAL,,Housing,,,,,,tuần trước,,
Báo cáo danh mục chi phí ăn uống quý này,Action,REPORT_GENERAL,,Food,,,,,,quý này,,
Báo cáo danh mục chi phí ăn uống quý trước,Action,REPORT_GENERAL,,Food,,,,,,quý trước,,
Báo cáo danh mục chi phí ăn uống tuần này,Action,REPORT_GENERAL,,Food,,,,,,tuần này,,
Báo cáo danh mục chi phí ăn uống tuần trước,Action,REPORT_GENERAL,,Food,,,,,,tuần trước,,
Báo cáo danh mục chi phí đi lại 3 tháng gần đây,Action,REPORT_GENERAL,,Transport,,,,,,3 tháng gần đây,,
Báo cáo danh mục chi phí đi lại năm nay,Action,REPORT_GENERAL,,Transport,,,,,,năm nay,,
Báo cáo danh mục chi phí đi lại quý này,Action,REPORT_GENERAL,,Transport,,,,,,quý này,,
Báo cáo danh mục chi phí đi lại quý trước,Action,REPORT_GENERAL,,Transport,,,,,,quý trước,,
Báo cáo danh mục chi phí đi lại tháng trước,Action,REPORT_GENERAL,,Transport,,,,,,tháng trước,,
Báo cáo danh mục chi tiêu khác 3 tháng gần đây,Action,REPORT_GENERAL,,Others,,,,,,3 tháng gần đây,,
Báo cáo danh mục chi tiêu khác hôm nay,Action,REPORT_GENERAL,,Others,,,,,,hôm nay,,
Báo cáo danh mục chi tiêu khác hôm qua,Action,REPORT_GENERAL,,Others,,,,,,hôm qua,,
Báo cáo danh mục chi tiêu khác năm nay,Action,REPORT_GENERAL,,Others,,,,,,năm nay,,
Báo cáo danh mục chi tiêu khác quý này,Action,REPORT_GENERAL,,Others,,,,,,quý này,,
Báo cáo danh mục chi tiêu khác quý trước,Action,REPORT_GENERAL,,Others,,,,,,quý trước,,
Báo cáo danh mục chi tiêu khác tháng trước,Action,REPORT_GENERAL,,Others,,,,,,tháng trước,,
Báo cáo danh mục chi tiêu khác tuần này,Action,REPORT_GENERAL,,Others,,,,,,tuần này,,
Báo cáo danh mục chi tiêu thiết yếu 30 ngày qua,Action,REPORT_GENERAL,,Essentials,,,,,,30 ngày qua,,
Báo cáo danh mục chi tiêu thiết yếu 7 ngày qua,Action,REPORT_GENERAL,,Essentials,,,,,,7 ngày qua,,
Báo cáo danh mục chi tiêu thiết yếu hôm nay,Action,REPORT_GENERAL,,Essentials,,,,,,hôm nay,,
Báo cáo danh mục chi tiêu thiết yếu hôm qua,Action,REPORT_GENERAL,,Essentials,,,,,,hôm qua,,
Báo cáo danh mục chi tiêu thiết yếu năm nay,Action,REPORT_GENERAL,,Essentials,,,,,,năm nay,,
Báo cáo danh mục chi tiêu thiết yếu quý này,Action,REPORT_GENERAL,,Essentials,,,,,,quý này,,
Báo cáo danh mục chi tiêu thiết yếu tháng này,Action,REPORT_GENERAL,,Essentials,,,,,,tháng này,,
Báo cáo danh mục chi tiêu thiết yếu tháng trước,Action,REPORT_GENERAL,,Essentials,,,,,,tháng trước,,
Báo cáo danh mục chi tiêu xã hội 3 tháng gần đây,Action,REPORT_GENERAL,,Social,,,,,,3 tháng gần đây,,
Báo cáo danh mục chi tiêu xã hội 30 ngày qua,Action,REPORT_GENERAL,,Social,,,,,,30 ngày qua,,
Báo cáo danh mục chi tiêu xã hội 7 ngày qua,Action,REPORT_GENERAL,,Social,,,,,,7 ngày qua,,
Báo cáo danh mục chi tiêu xã hội hôm qua,Action,REPORT_GENERAL,,Social,,,,,,hôm qua,,
Báo cáo danh mục chi tiêu xã hội quý này,Action,REPORT_GENERAL,,Social,,,,,,quý này,,
Báo cáo danh mục chi tiêu xã hội tháng trước,Action,REPORT_GENERAL,,Social,,,,,,tháng trước,,
Báo cáo danh mục chi tiêu xã hội tuần này,Action,REPORT_GENERAL,,Social,,,,,,tuần này,,
Báo cáo danh mục chi tiêu xã hội tuần trước,Action,REPORT_GENERAL,,Social,,,,,,tuần trước,,
Báo cáo danh mục chăm sóc sắc đẹp 7 ngày qua,Action,REPORT_GENERAL,,Beauty,,,,,,7 ngày qua,,
Báo cáo danh mục chăm sóc sắc đẹp hôm nay,Action,REPORT_GENERAL,,Beauty,,,,,,hôm nay,,
Báo cáo danh mục chăm sóc sắc đẹp hôm qua,Action,REPORT_GENERAL,,Beauty,,,,,,hôm qua,,
Báo cáo danh mục chăm sóc sắc đẹp năm nay,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Báo cáo danh mục chăm sóc sắc đẹp quý này,Action,REPORT_GENERAL,,Beauty,,,,,,quý này,,
Báo cáo danh mục chăm sóc sắc đẹp quý trước,Action,REPORT_GENERAL,,Beauty,,,,,,quý trước,,
Báo cáo danh mục chăm sóc sắc đẹp tháng này,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Báo cáo danh mục chăm sóc sắc đẹp tháng trước,Action,REPORT_GENERAL,,Beauty,,,,,,tháng trước,,
Báo cáo danh mục chăm sóc sắc đẹp tuần này,Action,REPORT_GENERAL,,Beauty,,,,,,tuần này,,
Báo cáo danh mục chăm sóc sắc đẹp tuần trước,Action,REPORT_GENERAL,,Beauty,,,,,,tuần trước,,
Báo cáo danh mục chứng khoán 30 ngày qua,Action,REPORT_GENERAL,,Investment,,,,,,30 ngày qua,,
Báo cáo danh mục chứng khoán năm nay,Action,REPORT_GENERAL,,Investment,,,,,,năm nay,,
Báo cáo danh mục chứng khoán quý này,Action,REPORT_GENERAL,,Investment,,,,,,quý này,,
Báo cáo danh mục chứng khoán tháng này,Action,REPORT_GENERAL,,Investment,,,,,,tháng này,,
Báo cáo danh mục danh mục khác 30 ngày qua,Action,REPORT_GENERAL,,Others,,,,,,30 ngày qua,,
Báo cáo danh mục danh mục khác 7 ngày qua,Action,REPORT_GENERAL,,Others,,,,,,7 ngày qua,,
Báo cáo danh mục danh mục khác hôm qua,Action,REPORT_GENERAL,,Others,,,,,,hôm qua,,
Báo cáo danh mục danh mục khác năm nay,Action,REPORT_GENERAL,,Others,,,,,,năm nay,,
Báo cáo danh mục danh mục khác quý này,Action,REPORT_GENERAL,,Others,,,,,,quý này,,
Báo cáo danh mục danh mục khác tháng này,Action,REPORT_GENERAL,,Others,,,,,,tháng này,,
Báo cáo danh mục di chuyển 3 tháng gần đây,Action,REPORT_GENERAL,,Transport,,,,,,3 tháng gần đây,,
Báo cáo danh mục di chuyển 7 ngày qua,Action,REPORT_GENERAL,,Transport,,,,,,7 ngày qua,,
Báo cáo danh mục di chuyển hôm nay,Action,REPORT_GENERAL,,Transport,,,,,,hôm nay,,
Báo cáo danh mục di chuyển hôm qua,Action,REPORT_GENERAL,,Transport,,,,,,hôm qua,,
Báo cáo danh mục di chuyển quý này,Action,REPORT_GENERAL,,Transport,,,,,,quý này,,
Báo cáo danh mục di chuyển quý trước,Action,REPORT_GENERAL,,Transport,,,,,,quý trước,,
Báo cáo danh mục di chuyển tuần này,Action,REPORT_GENERAL,,Transport,,,,,,tuần này,,
Báo cáo danh mục giao lưu năm nay,Action,REPORT_GENERAL,,Social,,,,,,năm nay,,
Báo cáo danh mục giao lưu tháng này,Action,REPORT_GENERAL,,Social,,,,,,tháng này,,
Báo cáo danh mục giao lưu tuần này,Action,REPORT_GENERAL,,Social,,,,,,tuần này,,
Báo cáo danh mục giao lưu tuần trước,Action,REPORT_GENERAL,,Social,,,,,,tuần trước,,
Báo cáo danh mục giáo dục 3 tháng gần đây,Action,REPORT_GENERAL,,Education,,,,,,3 tháng gần đây,,
Báo cáo danh mục giáo dục 30 ngày qua,Action,REPORT_GENERAL,,Education,,,,,,30 ngày qua,,
Báo cáo danh mục giáo dục hôm qua,Action,REPORT_GENERAL,,Education,,,,,,hôm qua,,
Báo cáo danh mục giáo dục quý này,Action,REPORT_GENERAL,,Education,,,,,,quý này,,
Báo cáo danh mục giáo dục tháng này,Action,REPORT_GENERAL,,Education,,,,,,tháng này,,
Báo cáo danh mục giáo dục tuần này,Action,REPORT_GENERAL,,Education,,,,,,tuần này,,
Báo cáo danh mục giáo dục tuần trước,Action,REPORT_GENERAL,,Education,,,,,,tuần trước,,
Báo cáo danh mục giải trí 3 tháng gần đây,Action,REPORT_GENERAL,,Entertainment,,,,,,3 tháng gần đây,,
Báo cáo danh mục giải trí hôm qua,Action,REPORT_GENERAL,,Entertainment,,,,,,hôm qua,,
Báo cáo danh mục giải trí năm nay,Action,REPORT_GENERAL,,Entertainment,,,,,,năm nay,,
Báo cáo danh mục giải trí quý trước,Action,REPORT_GENERAL,,Entertainment,,,,,,quý trước,,
Báo cáo danh mục giải trí tháng này,Action,REPORT_GENERAL,,Entertainment,,,,,,tháng này,,
Báo cáo danh mục giải trí tháng trước,Action,REPORT_GENERAL,,Entertainment,,,,,,tháng trước,,
Báo cáo danh mục giải trí tuần trước,Action,REPORT_GENERAL,,Entertainment,,,,,,tuần trước,,
Báo cáo danh mục gặp gỡ bạn bè 3 tháng gần đây,Action,REPORT_GENERAL,,Social,,,,,,3 tháng gần đây,,
Báo cáo danh mục gặp gỡ bạn bè 30 ngày qua,Action,REPORT_GENERAL,,Social,,,,,,30 ngày qua,,
Báo cáo danh mục gặp gỡ bạn bè hôm nay,Action,REPORT_GENERAL,,Social,,,,,,hôm nay,,
Báo cáo danh mục gặp gỡ bạn bè năm nay,Action,REPORT_GENERAL,,Social,,,,,,năm nay,,
Báo cáo danh mục gặp gỡ bạn bè quý này,Action,REPORT_GENERAL,,Social,,,,,,quý này,,
Báo cáo danh mục gặp gỡ bạn bè quý trước,Action,REPORT_GENERAL,,Social,,,,,,quý trước,,
Báo cáo danh mục học hành năm nay,Action,REPORT_GENERAL,,Education,,,,,,năm nay,,
Báo cáo danh mục học hành quý này,Action,REPORT_GENERAL,,Education,,,,,,quý này,,
Báo cáo danh mục học hành quý trước,Action,REPORT_GENERAL,,Education,,,,,,quý trước,,
Báo cáo danh mục học hành tháng này,Action,REPORT_GENERAL,,Education,,,,,,tháng này,,
Báo cáo danh mục học hành tuần này,Action,REPORT_GENERAL,,Education,,,,,,tuần này,,
Báo cáo danh mục học hành tuần trước,Action,REPORT_GENERAL,,Education,,,,,,tuần trước,,
Báo cáo danh mục học tập 30 ngày qua,Action,REPORT_GENERAL,,Education,,,,,,30 ngày qua,,
Báo cáo danh mục học tập năm nay,Action,REPORT_GENERAL,,Education,,,,,,năm nay,,
Báo cáo danh mục học tập quý này,Action,REPORT_GENERAL,,Education,,,,,,quý này,,
Báo cáo danh mục học tập tháng trước,Action,REPORT_GENERAL,,Education,,,,,,tháng trước,,
Báo cáo danh mục khoản khác 30 ngày qua,Action,REPORT_GENERAL,,Others,,,,,,30 ngày qua,,
Báo cáo danh mục khoản khác 7 ngày qua,Action,REPORT_GENERAL,,Others,,,,,,7 ngày qua,,
Báo cáo danh mục khoản khác hôm nay,Action,REPORT_GENERAL,,Others,,,,,,hôm nay,,
Báo cáo danh mục khoản khác hôm qua,Action,REPORT_GENERAL,,Others,,,,,,hôm qua,,
Báo cáo danh mục khoản khác năm nay,Action,REPORT_GENERAL,,Others,,,,,,năm nay,,
Báo cáo danh mục khoản khác quý này,Action,REPORT_GENERAL,,Others,,,,,,quý này,,
Báo cáo danh mục khoản khác quý trước,Action,REPORT_GENERAL,,Others,,,,,,quý trước,,
Báo cáo danh mục khoản khác tháng trước,Action,REPORT_GENERAL,,Others,,,,,,tháng trước,,
Báo cáo danh mục khoản khác tuần này,Action,REPORT_GENERAL,,Others,,,,,,tuần này,,
Báo cáo danh mục khám bệnh hôm qua,Action,REPORT_GENERAL,,Health,,,,,,hôm qua,,
Báo cáo danh mục khám bệnh năm nay,Action,REPORT_GENERAL,,Health,,,,,,năm nay,,
Báo cáo danh mục khám bệnh quý này,Action,REPORT_GENERAL,,Health,,,,,,quý này,,
Báo cáo danh mục khám bệnh quý trước,Action,REPORT_GENERAL,,Health,,,,,,quý trước,,
Báo cáo danh mục khám bệnh tháng trước,Action,REPORT_GENERAL,,Health,,,,,,tháng trước,,
Báo cáo danh mục khám bệnh tuần này,Action,REPORT_GENERAL,,Health,,,,,,tuần này,,
Báo cáo danh mục làm đẹp 7 ngày qua,Action,REPORT_GENERAL,,Beauty,,,,,,7 ngày qua,,
Báo cáo danh mục làm đẹp hôm nay,Action,REPORT_GENERAL,,Beauty,,,,,,hôm nay,,
Báo cáo danh mục làm đẹp năm nay,Action,REPORT_GENERAL,,Beauty,,,,,,năm nay,,
Báo cáo danh mục làm đẹp quý này,Action,REPORT_GENERAL,,Beauty,,,,,,quý này,,
Báo cáo danh mục làm đẹp quý trước,Action,REPORT_GENERAL,,Beauty,,,,,,quý trước,,
Báo cáo danh mục làm đẹp tuần này,Action,REPORT_GENERAL,,Beauty,,,,,,tuần này,,
Báo cáo danh mục mua sắm 30 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,30 ngày qua,,
Báo cáo danh mục mua sắm hôm qua,Action,REPORT_GENERAL,,Shopping,,,,,,hôm qua,,
Báo cáo danh mục mua sắm tháng này,Action,REPORT_GENERAL,,Shopping,,,,,,tháng này,,
Báo cáo danh mục mua sắm tháng trước,Action,REPORT_GENERAL,,Shopping,,,,,,tháng trước,,
Báo cáo danh mục mua sắm tuần này,Action,REPORT_GENERAL,,Shopping,,,,,,tuần này,,
Báo cáo danh mục mua sắm tuần trước,Action,REPORT_GENERAL,,Shopping,,,,,,tuần trước,,
Báo cáo danh mục mua đồ 3 tháng gần đây,Action,REPORT_GENERAL,,Shopping,,,,,,3 tháng gần đây,,
Báo cáo danh mục mua đồ 30 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,30 ngày qua,,
Báo cáo danh mục mua đồ 7 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,7 ngày qua,,
Báo cáo danh mục mua đồ hôm qua,Action,REPORT_GENERAL,,Shopping,,,,,,hôm qua,,
Báo cáo danh mục mua đồ quý trước,Action,REPORT_GENERAL,,Shopping,,,,,,quý trước,,
Báo cáo danh mục mua đồ tháng này,Action,REPORT_GENERAL,,Shopping,,,,,,tháng này,,
Báo cáo danh mục mua đồ tuần này,Action,REPORT_GENERAL,,Shopping,,,,,,tuần này,,
Báo cáo danh mục mỹ phẩm 3 tháng gần đây,Action,REPORT_GENERAL,,Beauty,,,,,,3 tháng gần đây,,
Báo cáo danh mục mỹ phẩm 30 ngày qua,Action,REPORT_GENERAL,,Beauty,,,,,,30 ngày qua,,
Báo cáo danh mục mỹ phẩm hôm nay,Action,REPORT_GENERAL,,Beauty,,,,,,hôm nay,,
Báo cáo danh mục mỹ phẩm quý này,Action,REPORT_GENERAL,,Beauty,,,,,,quý này,,
Báo cáo danh mục mỹ phẩm quý trước,Action,REPORT_GENERAL,,Beauty,,,,,,quý trước,,
Báo cáo danh mục mỹ phẩm tháng này,Action,REPORT_GENERAL,,Beauty,,,,,,tháng này,,
Báo cáo danh mục mỹ phẩm tháng trước,Action,REPORT_GENERAL,,Beauty,,,,,,tháng trước,,
Báo cáo danh mục mỹ phẩm tuần trước,Action,REPORT_GENERAL,,Beauty,,,,,,tuần trước,,
Báo cáo danh mục nhu yếu phẩm 3 tháng gần đây,Action,REPORT_GENERAL,,Essentials,,,,,,3 tháng gần đây,,
Báo cáo danh mục nhu yếu phẩm 30 ngày qua,Action,REPORT_GENERAL,,Essentials,,,,,,30 ngày qua,,
Báo cáo danh mục nhu yếu phẩm hôm nay,Action,REPORT_GENERAL,,Essentials,,,,,,hôm nay,,
Báo cáo danh mục nhu yếu phẩm quý này,Action,REPORT_GENERAL,,Essentials,,,,,,quý này,,
Báo cáo danh mục nhu yếu phẩm tháng trước,Action,REPORT_GENERAL,,Essentials,,,,,,tháng trước,,
Báo cáo danh mục nhà ở 30 ngày qua,Action,REPORT_GENERAL,,Housing,,,,,,30 ngày qua,,
Báo cáo danh mục nhà ở 7 ngày qua,Action,REPORT_GENERAL,,Housing,,,,,,7 ngày qua,,
Báo cáo danh mục nhà ở hôm nay,Action,REPORT_GENERAL,,Housing,,,,,,hôm nay,,
Báo cáo danh mục nhà ở quý này,Action,REPORT_GENERAL,,Housing,,,,,,quý này,,
Báo cáo danh mục nhà ở tuần này,Action,REPORT_GENERAL,,Housing,,,,,,tuần này,,
Báo cáo danh mục shopping 3 tháng gần đây,Action,REPORT_GENERAL,,Shopping,,,,,,3 tháng gần đây,,
Báo cáo danh mục shopping 30 ngày qua,Action,REPORT_GENERAL,,Shopping,,,,,,30 ngày qua,,
Báo cáo danh mục shopping năm nay,Action,REPORT_GENERAL,,Shopping,,,,,,năm nay,,
Báo cáo danh mục shopping quý này,Action,REPORT_GENERAL,,Shopping,,,,,,quý này,,
Báo cáo danh mục shopping quý trước,Action,REPORT_GENERAL,,Shopping,,,,,,quý trước,,
Báo cáo danh mục shopping tháng trước,Action,REPORT_GENERAL,,Shopping,,,,,,tháng trước,,
Báo cáo danh mục shopping tuần này,Action,REPORT_GENERAL,,Shopping,,,,,,tuần này,,
Báo cáo danh mục shopping tuần trước,Action,REPORT_GENERAL,,Shopping,,,,,,tuần trước,,
Báo cáo danh mục sức khỏe 3 tháng gần đây,Action,REPORT_GENERAL,,Health,,,,,,3 tháng gần đây,,
Báo cáo danh mục sức khỏe 30 ngày qua,Action,REPORT_GENERAL,,Health,,,,,,30 ngày qua,,
Báo cáo danh mục sức khỏe 7 ngày qua,Action,REPORT_GENERAL,,Health,,,,,,7 ngày qua,,
Báo cáo danh mục sức khỏe hôm nay,Action,REPORT_GENERAL,,Health,,,,,,hôm nay,,
Báo cáo danh mục sức khỏe hôm qua,Action,REPORT_GENERAL,,Health,,,,,,hôm qua,,
Báo cáo danh mục sức khỏe quý này,Action,REPORT_GENERAL,,Health,,,,,,quý này,,
Báo cáo danh mục sức khỏe quý trước,Action,REPORT_GENERAL,,Health,,,,,,quý trước,,
Báo cáo danh mục sức khỏe tháng trước,Action,REPORT_GENERAL,,Health,,,,,,tháng trước,,
Báo cáo danh mục tiền nhà 30 ngày qua,Action,REPORT_GENERAL,,Housing,,,,,,30 ngày qua,,
Báo cáo danh mục tiền nhà 7 ngày qua,Action,REPORT_GENERAL,,Housing,,,,,,7 ngày qua,,
Báo cáo danh mục tiền nhà hôm qua,Action,REPORT_GENERAL,,Housing,,,,,,hôm qua,,
Báo cáo danh mục tiền nhà năm nay,Action,REPORT_GENERAL,,Housing,,,,,,năm nay,,
Báo cáo danh mục tiền nhà quý này,Action,REPORT_GENERAL,,Housing,,,,,,quý này,,
Báo cáo danh mục tiền nhà quý trước,Action,REPORT_GENERAL,,Housing,,,,,,quý trước,,
Báo cáo danh mục tiền nhà tháng này,Action,REPORT_GENERAL,,Housing,,,,,,tháng này,,
Báo cáo danh mục tiền nhà tháng trước,Action,REPORT_GENERAL,,Housing,,,,,,tháng trước,,
Báo cáo danh mục tài chính đầu tư 3 tháng gần đây,Action,REPORT_GENERAL,,Investment,,,,,,3 tháng gần đây,,
Báo cáo danh mục tài chính đầu tư 30 ngày qua,Action,REPORT_GENERAL,,Investment,,,,,,30 ngày qua,,
Báo cáo danh mục tài chính đầu tư 7 ngày qua,Action,REPORT_GENERAL,,Investment,,,,,,7 ngày qua,,
Báo cáo danh mục tài chính đầu tư hôm qua,Action,REPORT_GENERAL,,Investment,,,,,,hôm qua,,
Báo cáo danh mục tài chính đầu tư năm nay,Action,REPORT_GENERAL,,Investment,,,,,,năm nay,,
Báo cáo danh mục tài chính đầu tư quý này,Action,REPORT_GENERAL,,Investment,,,,,,quý này,,
Báo cáo danh mục tài chính đầu tư tuần này,Action,REPORT_GENERAL,,Investment,,,,,,tuần này,,
Báo cáo danh mục tài chính đầu tư tuần trước,Action,REPORT_GENERAL,,Investment,,,,,,tuần trước,,
Báo cáo danh mục vui chơi 30 ngày qua,Action,REPORT_GENERAL,,Entertainment,,,,,,30 ngày qua,,
Báo cáo danh mục vui chơi hôm nay,Action,REPORT_GENERAL,,Entertainment,,,,,,hôm nay,,
Báo cáo danh mục vui chơi hôm qua,Action,REPORT_GENERAL,,Entertainment,,,,,,hôm qua,,
Báo cáo danh mục vui chơi quý này,Action,REPORT_GENERAL,,Entertainment,,,,,,quý này,,
Báo cáo danh mục vui chơi quý trước,Action,REPORT_GENERAL,,Entertainment,,,,,,quý trước,,
Báo cáo danh mục vui chơi tuần này,Action,REPORT_GENERAL,,Entertainment,,,,,,tuần này,,
Báo cáo danh mục vui chơi tuần trước,Action,REPORT_GENERAL,,Entertainment,,,,,,tuần trước,,
Báo cáo danh mục xe cộ 30 ngày qua,Action,REPORT_GENERAL,,Transport,,,,,,30 ngày qua,,
Báo cáo danh mục xe cộ hôm qua,Action,REPORT_GENERAL,,Transport,,,,,,hôm qua,,
Báo cáo danh mục xe cộ năm nay,Action,REPORT_GENERAL,,Transport,,,,,,năm nay,,
Báo cáo danh mục xe cộ quý này,Action,REPORT_GENERAL,,Transport,,,,,,quý này,,
Báo cáo danh mục xe cộ quý trước,Action,REPORT_GENERAL,,Transport,,,,,,quý trước,,
Báo cáo danh mục xem phim chơi game 3 tháng gần đây,Action,REPORT_GENERAL,,Entertainment,,,,,,3 tháng gần đây,,
Báo cáo danh mục xem phim chơi game 30 ngày qua,Action,REPORT_GENERAL,,Entertainment,,,,,,30 ngày qua,,
Báo cáo danh mục xem phim chơi game hôm qua,Action,REPORT_GENERAL,,Entertainment,,,,,,hôm qua,,
Báo cáo danh mục xem phim chơi game năm nay,Action,REPORT_GENERAL,,Entertainment,,,,,,năm nay,,
Báo cáo danh mục xem phim chơi game quý trước,Action,REPORT_GENERAL,,Entertainment,,,,,,quý trước,,
Báo cáo danh mục xem phim chơi game tháng trước,Action,REPORT_GENERAL,,Entertainment,,,,,,tháng trước,,
Báo cáo danh mục y tế hôm qua,Action,REPORT_GENERAL,,Health,,,,,,hôm qua,,
Báo cáo danh mục y tế quý trước,Action,REPORT_GENERAL,,Health,,,,,,quý trước,,
Báo cáo danh mục y tế tháng này,Action,REPORT_GENERAL,,Health,,,,,,tháng này,,
